"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Mar 01 12:16:13 BRT 2024","Fri Mar 01 12:16:14 BRT 2024","717","Allure Test Suite","Allure Tests","com.relatorioqa4.AcessarPagina","com.relatorioqa4.AcessarPagina","testarSauceDemo","testarSauceDemo","Teste acesso pagina"
