"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 14:39:25 BRT 2024","Thu Feb 29 14:39:26 BRT 2024","794","Allure Test Suite","Allure Tests","com.relatorioqa4.AcessarPagina","com.relatorioqa4.AcessarPagina","testarSauceDemo","testarSauceDemo","Teste de acesso a página e validações"
