"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 01 15:00:42 BRT 2024","Fri Mar 01 15:00:43 BRT 2024","764","Allure Test Suite","Allure Tests","com.relatorioqa4.AcessarPagina","com.relatorioqa4.AcessarPagina","testarSauceDemo","testarSauceDemo","Teste acesso pagina"
