"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Feb 29 13:42:14 BRT 2024","Thu Feb 29 13:42:15 BRT 2024","1434","Allure Test Suite","Allure Tests","com.relatorioqa4.ValidarProdutos5","com.relatorioqa4.ValidarProdutos5","testarSauceDemo","testarSauceDemo","Teste de login e validação do produto"
