"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 29 13:54:29 BRT 2024","Thu Feb 29 13:54:30 BRT 2024","1618","Allure Test Suite","Allure Tests","com.relatorioqa4.ValidarProdutos5","com.relatorioqa4.ValidarProdutos5","testarSauceDemo","testarSauceDemo","Teste de login e validação do produto"
